config,dataset,openml_id,fold,n,d,classes,accuracy,balanced_accuracy,precision,recall,f1,mcc,roc_auc,pr_auc,log_loss,time,error
dim3_vcuda,cylinder-bands,6332,3,540,37,2,0.6944444444444444,0.6936507936507936,0.7586206896551724,0.6984126984126984,0.7272727272727273,0.3829365405503501,0.7717813051146384,0.8034129758951141,0.6380390354928764,28.5647189617157,
dim3_vcuda,cylinder-bands,6332,4,540,37,2,0.7314814814814815,0.7222222222222222,0.765625,0.7777777777777778,0.7716535433070866,0.4459412925079223,0.8197530864197531,0.8662588792597516,0.6495647804315309,29.542531490325928,
dim3_vcuda,climate-model-simulation-crashes,40994,0,540,18,2,0.9629629629629628,0.8,0.9607843137254902,1.0,0.98,0.7592566023652967,0.979591836734694,0.9978729603162008,0.4002623666325304,16.45072913169861,
dim3_vcuda,climate-model-simulation-crashes,40994,1,540,18,2,0.9444444444444444,0.7171717171717171,0.9514563106796116,0.98989898989899,0.9702970297029704,0.57130562288466,0.9416386083052748,0.9940629060182172,0.2061661913072877,15.135902643203735,
dim3_vcuda,climate-model-simulation-crashes,40994,2,540,18,2,0.9351851851851852,0.8636363636363636,0.9791666666666666,0.9494949494949496,0.964102564102564,0.6396021490668313,0.936026936026936,0.9933549755217688,0.4149894977212008,14.615369081497192,
dim3_vcuda,climate-model-simulation-crashes,40994,3,540,18,2,0.9722222222222222,0.8333333333333333,0.9705882352941176,1.0,0.9850746268656716,0.8043996665398437,0.8787878787878789,0.9753334635730184,0.331991252573049,15.145222425460815,
dim3_vcuda,climate-model-simulation-crashes,40994,4,540,18,2,0.9166666666666666,0.5,0.9166666666666666,1.0,0.9565217391304348,0.0,0.9461279461279462,0.9948062744908404,0.5494950983765823,14.431008577346802,
dim3_vcuda,wdbc,1510,0,569,30,2,0.9649122807017544,0.9672453324598757,0.9333333333333332,0.9767441860465116,0.9545454545454546,0.9266325832219492,0.9963969865705864,0.9952627045650302,0.2392626627281237,19.755008459091187,
dim3_vcuda,wdbc,1510,1,569,30,2,0.9385964912280702,0.9277759580740256,0.95,0.8837209302325582,0.9156626506024096,0.8688882312695652,0.9787094660989192,0.972315866284669,0.2608302444158994,24.017534732818604,
dim3_vcuda,wdbc,1510,2,569,30,2,0.9736842105263158,0.9692460317460316,0.975609756097561,0.9523809523809524,0.963855421686747,0.9433397594898876,0.980489417989418,0.9827276924965545,0.4520175669481046,31.89379286766052,
dim3_vcuda,wdbc,1510,3,569,30,2,0.9649122807017544,0.9722222222222222,0.9130434782608696,1.0,0.9545454545454546,0.9286112429750732,0.9993386243386244,0.9988793967199284,0.3327227275797171,32.384905099868774,
dim3_vcuda,wdbc,1510,4,569,30,2,0.9823008849557522,0.9761904761904762,1.0,0.9523809523809524,0.975609756097561,0.9624387375561092,0.9983232729711604,0.997467071935157,0.2933508840260043,31.53249192237854,
dim3_vcuda,ilpd,1480,0,583,10,2,0.7264957264957265,0.597943722943723,0.5263157894736842,0.303030303030303,0.3846153846153846,0.239008517612541,0.7777777777777777,0.5205354218255591,0.6334301971722639,20.51975393295288,
dim3_vcuda,ilpd,1480,1,583,10,2,0.7435897435897436,0.5588235294117647,1.0,0.1176470588235294,0.2105263157894736,0.2939614369139324,0.7813607370659107,0.5937976617156472,0.6243477462802459,15.545417308807371,
dim3_vcuda,ilpd,1480,2,583,10,2,0.7094017094017094,0.5,0.0,0.0,0.0,0.0,0.6615875265768958,0.4302238083702631,0.6510061618462076,13.674898386001589,
dim3_vcuda,ilpd,1480,3,583,10,2,0.6724137931034483,0.5520262869660459,0.391304347826087,0.2727272727272727,0.3214285714285714,0.1177452650358275,0.6801752464403067,0.4296515419030219,0.6366004355460175,14.42349886894226,
dim3_vcuda,ilpd,1480,4,583,10,2,0.7068965517241379,0.5852500912741877,0.4761904761904761,0.303030303030303,0.3703703703703703,0.1997788065684908,0.7791164658634538,0.5206268046468613,0.5945838285117651,14.225979328155518,
dim3_vcuda,balance-scale,11,0,625,4,3,0.976,0.9550715870135108,0.955367231638418,0.9550715870135108,0.9551698056122836,0.9580247154932472,0.9968438939503188,,0.2097052508284678,12.889001369476318,
dim3_vcuda,balance-scale,11,1,625,4,3,0.984,0.988404920346844,0.9444444444444444,0.988404920346844,0.9638485664649572,0.9726185201687196,0.9961786271043582,,0.2275151388005682,11.391775846481323,
dim3_vcuda,balance-scale,11,2,625,4,3,0.968,0.9492236337971364,0.9109195402298852,0.9492236337971364,0.9276944320047767,0.944948360687912,0.9977450949986708,,0.2200647209269206,13.786224842071531,
dim3_vcuda,balance-scale,11,3,625,4,3,0.96,0.9435773341399476,0.891587944219523,0.9435773341399476,0.91283872114556,0.9320149016165188,0.9925285889162684,,0.3185813660109657,12.718705415725708,
dim3_vcuda,balance-scale,11,4,625,4,3,0.976,0.9514687100893998,0.927683615819209,0.9514687100893998,0.9386714649872544,0.9580359260871792,0.9944006023522236,,0.3150477519187739,11.381458282470703,
dim3_vcuda,credit-approval,29,0,690,15,2,0.855072463768116,0.8535653650254669,0.868421052631579,0.868421052631579,0.868421052631579,0.7071307300509337,0.9053480475382004,0.9030034255055884,0.5769625291610403,21.2023823261261,
dim3_vcuda,credit-approval,29,1,690,15,2,0.8115942028985508,0.8185483870967742,0.890625,0.75,0.8142857142857143,0.6354804584202427,0.907258064516129,0.9128906473011502,0.5867208699364946,22.416695833206177,
dim3_vcuda,credit-approval,29,2,690,15,2,0.8913043478260869,0.8855652544177135,0.8780487804878049,0.935064935064935,0.9056603773584906,0.7798969576751852,0.9337875239514584,0.931529939612818,0.5579402095899586,24.19545602798462,
dim3_vcuda,credit-approval,29,3,690,15,2,0.8768115942028986,0.882797530338514,0.9411764705882352,0.8311688311688312,0.8827586206896552,0.7605117469623802,0.9286778794975517,0.9216230721723776,0.6065376818422764,23.918315410614014,
dim3_vcuda,credit-approval,29,4,690,15,2,0.8768115942028986,0.8708750266127315,0.8658536585365854,0.922077922077922,0.8930817610062893,0.7501824960078258,0.9635937832659144,0.9734804140150948,0.5965723668526046,24.08573794364929,
dim3_vcuda,breast-w,15,0,699,9,2,0.9714285714285714,0.9633152173913044,0.9782608695652174,0.9375,0.9574468085106383,0.9364363209250532,0.997961956521739,0.9959195022453065,0.4958867537030078,18.351438760757446,
dim3_vcuda,cnae-9,1468,0,1080,856,9,0.9398148148148148,0.9398148148148148,0.9408366119477232,0.9398148148148148,0.9389379455485898,0.9326515553759472,0.9945264274691356,,0.6791083244922491,589.9487092494965,
dim3_vcuda,breast-w,15,1,699,9,2,0.9571428571428572,0.957427536231884,0.92,0.9583333333333334,0.9387755102040816,0.906276201797912,0.9884510869565218,0.9727935378408564,0.4790407289082434,16.97488570213318,
dim3_vcuda,breast-w,15,2,699,9,2,0.9785714285714284,0.9836956521739132,0.9411764705882352,1.0,0.9696969696969696,0.9541938657861077,0.992980072463768,0.9845048005286596,0.4747743895439524,17.620418548583984,
dim3_vcuda,breast-w,15,3,699,9,2,0.9642857142857144,0.9631083202511774,0.94,0.9591836734693876,0.9494949494949496,0.9219875541790412,0.9914779098452569,0.982620271685153,0.156136755349918,18.63792657852173,
dim3_vcuda,breast-w,15,4,699,9,2,0.9640287769784172,0.9626831501831502,0.9387755102040816,0.9583333333333334,0.9484536082474226,0.920949252232902,0.9945054945054944,0.9889199861435972,0.4764414297749924,17.570448398590088,
dim3_vcuda,eucalyptus,188,0,736,19,5,0.6756756756756757,0.6632048829723249,0.6482336182336181,0.6632048829723249,0.6478879405344026,0.5916186457293621,0.8967329620563786,,1.1140610051331548,25.75641870498657,
dim3_vcuda,eucalyptus,188,1,736,19,5,0.6326530612244898,0.5820598006644518,0.6228420725015151,0.5820598006644518,0.5929703504043127,0.5271785862978288,0.8793066919539285,,1.252966178768899,25.98973846435547,
dim3_vcuda,eucalyptus,188,2,736,19,5,0.6326530612244898,0.5905500184569952,0.6075613275613275,0.5905500184569952,0.5924375624375624,0.5278982850559313,0.8884053335276532,,1.249655127564446,25.814268827438354,
dim3_vcuda,eucalyptus,188,3,736,19,5,0.673469387755102,0.6294346480392992,0.6573355437766835,0.6294346480392992,0.6381299532615323,0.5795287435731308,0.8880735445443992,,1.2195270127916895,26.54517650604248,
dim3_vcuda,eucalyptus,188,4,736,19,5,0.7210884353741497,0.6961871461871462,0.7108168795973674,0.6961871461871462,0.6923034285591056,0.6463803858350075,0.8817981551176357,,1.2395440894273058,25.649248123168945,
dim3_vcuda,blood-transfusion-service-center,1464,0,748,4,2,0.8,0.6593567251461988,0.6363636363636364,0.3888888888888889,0.4827586206896552,0.3847580745313415,0.7619395711500975,0.5839587743907,0.6435398035323973,16.100053548812866,
dim3_vcuda,blood-transfusion-service-center,1464,1,748,4,2,0.8066666666666666,0.6542397660818713,0.6842105263157895,0.3611111111111111,0.4727272727272727,0.3961116187535657,0.7785087719298246,0.5151123362325629,0.6344190568156585,16.258288145065308,
dim3_vcuda,blood-transfusion-service-center,1464,2,748,4,2,0.78,0.5796783625730995,0.6363636363636364,0.1944444444444444,0.2978723404255319,0.261078031537972,0.72953216374269,0.4697969427824877,0.6349447247801606,16.56195640563965,
dim3_vcuda,blood-transfusion-service-center,1464,3,748,4,2,0.7919463087248322,0.6363408521303258,0.6,0.3428571428571428,0.4363636363636363,0.3391037516083823,0.7904761904761904,0.557558108083114,0.6344638389157351,16.875661611557007,
dim3_vcuda,blood-transfusion-service-center,1464,4,748,4,2,0.7718120805369127,0.5736842105263158,0.5384615384615384,0.2,0.2916666666666667,0.2213857932323255,0.750125313283208,0.4720913087912727,0.6395844539179949,16.27028226852417,
dim3_vcuda,diabetes,37,0,768,8,2,0.7532467532467533,0.7290740740740741,0.6481481481481481,0.6481481481481481,0.6481481481481481,0.4581481481481481,0.8329629629629629,0.7046724378755053,0.6461522256348975,18.517067432403564,
dim3_vcuda,diabetes,37,1,768,8,2,0.7987012987012987,0.7598148148148148,0.7555555555555555,0.6296296296296297,0.6868686868686869,0.5452193754144914,0.8664814814814814,0.7879960445324018,0.6430871079707728,19.00274419784546,
dim3_vcuda,diabetes,37,2,768,8,2,0.7727272727272727,0.7398148148148148,0.6938775510204082,0.6296296296296297,0.6601941747572816,0.4913717616152507,0.8296296296296296,0.7194240542228307,0.6452998284659727,18.72033429145813,
dim3_vcuda,diabetes,37,3,768,8,2,0.7450980392156863,0.7074528301886792,0.6458333333333334,0.5849056603773585,0.6138613861386139,0.4254730204197691,0.8081132075471699,0.7184520504686308,0.6402795272114128,18.60987663269043,
dim3_vcuda,diabetes,37,4,768,8,2,0.7124183006535948,0.7001886792452829,0.5737704918032787,0.660377358490566,0.6140350877192983,0.3890886959470662,0.8150943396226416,0.6786193832368872,0.6490553064175223,19.23282051086425,
dim3_vcuda,analcatdata_dmft,469,0,797,4,6,0.175,0.1727923291364151,0.1748871918563388,0.1727923291364151,0.1720964916925447,0.0079721795378377,0.5761386611952272,,1.7841682617136705,18.605217933654785,
dim3_vcuda,analcatdata_dmft,469,1,797,4,6,0.20625,0.2088414273898145,0.1847526609324064,0.2088414273898145,0.1820063636077551,0.0480786906683066,0.5914153629260354,,1.7863302178509088,18.81850576400757,
dim3_vcuda,analcatdata_dmft,469,2,797,4,6,0.1635220125786163,0.1587943050577459,0.1517486481772195,0.1587943050577459,0.1475758732244581,-0.0101432085948443,0.5461388551049285,,1.7880043713239473,19.0665819644928,
dim3_vcuda,analcatdata_dmft,469,3,797,4,6,0.2075471698113207,0.2145917960971724,0.1744103119103119,0.2145917960971724,0.1892247879749813,0.0535986042475413,0.5613980982123928,,1.7859758024835195,19.26964497566223,
dim3_vcuda,analcatdata_dmft,469,4,797,4,6,0.1635220125786163,0.1631685966363385,0.1046659404502541,0.1631685966363385,0.122755163576059,-0.0039923247277128,0.5089878204576043,,1.7915060233858289,18.48928046226501,
dim3_vcuda,analcatdata_authorship,458,0,841,70,4,0.9822485207100592,0.9876191737288136,0.9825802364864864,0.9876191737288136,0.9848389607279694,0.9744460890794274,0.999808714414117,,0.3797791574128267,51.70547318458557,
dim3_vcuda,analcatdata_authorship,458,1,841,70,4,0.9940476190476192,0.9957627118644068,0.9961538461538462,0.9957627118644068,0.9959252633671238,0.991375796402774,0.9999235657007672,,0.4351012983901808,51.82782220840454,
dim3_vcuda,cnae-9,1468,1,1080,856,9,0.9120370370370372,0.9120370370370372,0.9244792385553254,0.9120370370370372,0.9122294075575657,0.9026100606589688,0.9952498070987654,,0.7600575273849931,609.5529942512512,
dim3_vcuda,analcatdata_authorship,458,2,841,70,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,0.2834591615729773,63.78643846511841,
dim3_vcuda,analcatdata_authorship,458,3,841,70,4,0.9940476190476192,0.9957627118644068,0.9930555555555556,0.9957627118644068,0.9943421211026844,0.9914150162735256,0.9999611257969212,,0.5213193452171163,51.48135137557984,
dim3_vcuda,analcatdata_authorship,458,4,841,70,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,0.2485714287181294,58.77297377586365,
dim3_vcuda,vehicle,54,0,846,18,4,0.8470588235294118,0.8475819238900634,0.8519823232323231,0.8475819238900634,0.8473932261919135,0.7975225188724834,0.9579890682472628,,0.7489073846009565,22.15873599052429,
dim3_vcuda,vehicle,54,1,846,18,4,0.8284023668639053,0.8288224856538811,0.8316468253968254,0.8288224856538811,0.8300117034128662,0.7712751084562409,0.9458901679309112,,0.6861478391974508,28.530802726745605,
dim3_vcuda,vehicle,54,2,846,18,4,0.8224852071005917,0.8226328903654485,0.8283244680851064,0.8226328903654485,0.8248905565978737,0.7635568034178726,0.9403609432541864,,0.9216010220711086,40.34141635894776,
dim3_vcuda,vehicle,54,3,846,18,4,0.8284023668639053,0.8288558340883923,0.8327810755136337,0.8288558340883923,0.8306560217094867,0.7712177197488803,0.9527521972015656,,0.7197724289625618,39.53089261054993,
dim3_vcuda,vehicle,54,4,846,18,4,0.8284023668639053,0.8316562313655338,0.8367883995703544,0.8316562313655338,0.8334126174230424,0.7715989127337768,0.9555558774360204,,0.6469453804530437,40.37528157234192,
dim3_vcuda,tic-tac-toe,50,0,958,9,2,0.9947916666666666,0.9924242424242424,0.9921259842519684,1.0,0.9960474308300395,0.9884805371727676,0.9997594997594996,0.9998745196532972,0.2804136627852114,45.49886465072632,
dim3_vcuda,tic-tac-toe,50,1,958,9,2,0.9895833333333334,0.992,1.0,0.984,0.9919354838709676,0.9774856832043964,0.9986865671641793,0.99933570244018,0.2942763913275421,37.05575728416443,
dim3_vcuda,tic-tac-toe,50,2,958,9,2,0.9791666666666666,0.9701492537313432,0.9689922480620154,1.0,0.984251968503937,0.9545375658378388,0.9936716417910448,0.9964327181531452,0.3177116884831237,24.51430559158325,
dim3_vcuda,tic-tac-toe,50,3,958,9,2,0.9790575916230366,0.9768484848484849,0.984,0.984,0.984,0.9536969696969696,0.9968484848484848,0.998222583485104,0.3445390936021845,26.162224292755127,
dim3_vcuda,tic-tac-toe,50,4,958,9,2,0.9685863874345548,0.9616969696969696,0.968503937007874,0.984,0.9761904761904762,0.9302981270034782,0.9907878787878788,0.9945007431584852,0.3707093499677867,26.0554461479187,
dim3_vcuda,vowel,307,0,990,12,11,0.9747474747474748,0.9747474747474748,0.9756578947368422,0.9747474747474748,0.9744113137301992,0.9723859373403688,0.9978675645342312,,0.6563841469189187,33.709280014038086,
dim3_vcuda,vowel,307,1,990,12,11,0.9343434343434344,0.9343434343434344,0.939542036910458,0.9343434343434344,0.9338303652896957,0.9283770922408302,0.997334455667789,,0.7993598877048591,28.195091485977173,
dim3_vcuda,vowel,307,2,990,12,11,0.9797979797979798,0.97979797979798,0.9802983394314664,0.97979797979798,0.9797823797823798,0.9778326520813692,0.997979797979798,,0.7153392647491991,46.13424229621887,
dim3_vcuda,cnae-9,1468,2,1080,856,9,0.9305555555555556,0.9305555555555556,0.9361463844797178,0.9305555555555556,0.9312490473707136,0.9224089560250768,0.989896797839506,,1.103875496828974,589.8539428710938,
dim3_vcuda,vowel,307,3,990,12,11,0.9797979797979798,0.97979797979798,0.9800325233761767,0.97979797979798,0.9796458796458796,0.9778326520813692,0.9992143658810324,,0.6567638041079426,63.79853916168213,
dim3_vcuda,vowel,307,4,990,12,11,0.9747474747474748,0.9747474747474748,0.976555023923445,0.9747474747474748,0.9746921140109994,0.9724132312350128,0.9985409652076318,,0.6705042952903846,69.57269501686096,
dim3_vcuda,credit-g,31,0,1000,20,2,0.78,0.7238095238095239,0.8287671232876712,0.8642857142857143,0.8461538461538461,0.4620350198795336,0.8111904761904762,0.8989253122914138,0.6501458597149893,60.37916564941406,
dim3_vcuda,credit-g,31,1,1000,20,2,0.715,0.6583333333333334,0.7943262411347518,0.8,0.797153024911032,0.3182045837983773,0.7628571428571429,0.8919832076283501,0.6387155352209342,37.2840461730957,
dim3_vcuda,credit-g,31,2,1000,20,2,0.725,0.694047619047619,0.8244274809160306,0.7714285714285715,0.7970479704797048,0.3741258907384819,0.7869047619047619,0.888748679403119,0.6494916246931678,36.57508850097656,
dim3_vcuda,credit-g,31,3,1000,20,2,0.73,0.6404761904761905,0.7756410256410257,0.8642857142857143,0.8175675675675675,0.3108019411101652,0.7847619047619049,0.874986080570919,0.6441389211454339,37.80272459983826,
dim3_vcuda,credit-g,31,4,1000,20,2,0.7,0.6952380952380952,0.8389830508474576,0.7071428571428572,0.7674418604651163,0.3638197497812784,0.7535714285714287,0.8787089384557358,0.6619167317729355,41.04943585395813,
dim3_vcuda,segment,40984,0,2310,16,7,0.9242424242424242,0.924242424242424,0.9278151955571312,0.924242424242424,0.9248931041392874,0.9120699364648176,0.98688727097818,,0.7508718213925788,69.93639707565308,
dim3_vcuda,segment,40984,1,2310,16,7,0.9112554112554112,0.9112554112554112,0.9115190484530228,0.9112554112554112,0.9107632996007632,0.8966803242366748,0.9826019939656304,,0.7978229157664785,69.91852617263794,
dim3_vcuda,segment,40984,2,2310,16,7,0.9112554112554112,0.9112554112554112,0.912740356105082,0.9112554112554112,0.910476182711517,0.8969795897241049,0.9824106869561414,,0.7904837415751363,69.22230553627014,
dim3_vcuda,cnae-9,1468,3,1080,856,9,0.9120370370370372,0.9120370370370372,0.924419737968125,0.9120370370370372,0.9098224894498188,0.9029815725936206,0.9917775848765432,,0.9770960728143416,591.0238428115845,
dim3_vcuda,segment,40984,3,2310,16,7,0.91991341991342,0.91991341991342,0.9197620795076498,0.91991341991342,0.919542404288288,0.906669733904449,0.9835257335257336,,0.6058987891153229,74.16973733901978,
dim3_vcuda,segment,40984,4,2310,16,7,0.9307359307359307,0.9307359307359307,0.932302206545052,0.9307359307359307,0.9302675865436216,0.9196343702015088,0.9827495736586646,,0.782755909641072,67.68631911277771,
dim3_vcuda,ozone-level-8hr,1487,0,2534,72,2,0.940828402366864,0.6186842105263157,0.5714285714285714,0.25,0.3478260869565217,0.352255073894753,0.9063157894736842,0.4651544551983171,0.4201100917381163,151.7716417312622,
dim3_vcuda,ozone-level-8hr,1487,1,2534,72,2,0.9487179487179488,0.6666118421052631,0.6875,0.34375,0.4583333333333333,0.4635076627494784,0.9207894736842104,0.5358903074378617,0.4435923956219023,152.8717441558838,
dim3_vcuda,ozone-level-8hr,1487,2,2534,72,2,0.9428007889546351,0.6197368421052631,0.6153846153846154,0.25,0.3555555555555555,0.3684210526315789,0.9216447368421052,0.4561456755660171,0.430074747153538,152.6707730293274,
dim3_vcuda,cnae-9,1468,4,1080,856,9,0.9166666666666666,0.9166666666666666,0.927931593741162,0.9166666666666666,0.9175754924007312,0.9074542612737316,0.9916570216049384,,1.1441948510119444,600.8083801269531,
dim3_vcuda,MiceProtein,40966,0,1080,77,8,0.9861111111111112,0.987037037037037,0.9856974921630094,0.987037037037037,0.9859599021479044,0.9842313213663249,0.9998593095143274,,0.9173801011494088,70.11390471458435,
dim3_vcuda,ozone-level-8hr,1487,3,2534,72,2,0.9467455621301776,0.621842105263158,0.7272727272727273,0.25,0.3720930232558139,0.4067354286335226,0.9170394736842106,0.5374672669496309,0.366750570385797,151.15040040016174,
dim3_vcuda,MiceProtein,40966,1,1080,77,8,0.9953703703703703,0.9953703703703703,0.995967741935484,0.9953703703703703,0.9955923291060934,0.9947260019429668,1.0,,1.0109801118832336,70.93330383300781,
dim3_vcuda,MiceProtein,40966,2,1080,77,8,1.0,1.0,1.0,1.0,1.0,1.0,0.9997290888345248,,0.8592002012654355,70.63087487220764,
dim3_vcuda,ozone-level-8hr,1487,4,2534,72,2,0.9367588932806324,0.5,0.0,0.0,0.0,0.0,0.9337420886075948,0.5435639255728848,0.5074929073462647,153.74840354919434,
dim3_vcuda,MiceProtein,40966,3,1080,77,8,1.0,1.0,1.0,1.0,1.0,1.0,0.9998796169868452,,0.9810254370349896,70.28617143630981,
dim3_vcuda,MiceProtein,40966,4,1080,77,8,0.976851851851852,0.9773148148148147,0.9776430466085638,0.9773148148148147,0.9771649261355848,0.973607398070606,0.9964046291555252,,0.8633794245852294,68.39072918891907,
dim3_vcuda,pc1,1068,0,1109,21,2,0.945945945945946,0.6618357487922705,0.7142857142857143,0.3333333333333333,0.4545454545454545,0.464907989376774,0.8293075684380032,0.4147807506733727,0.453175059180006,33.405925273895264,
dim3_vcuda,pc1,1068,1,1109,21,2,0.9324324324324323,0.5309178743961352,0.5,0.0666666666666666,0.1176470588235294,0.1642646407485905,0.7977455716586151,0.2337963523402826,0.5102157229480374,35.6499342918396,
dim3_vcuda,pc1,1068,2,1109,21,2,0.927927927927928,0.5288228155339806,0.5,0.0625,0.1111111111111111,0.1577733551571008,0.8261529126213593,0.2906532182859134,0.5320622797988762,36.193485260009766,
dim3_vcuda,pc1,1068,3,1109,21,2,0.9324324324324323,0.53125,1.0,0.0625,0.1176470588235294,0.2413667718474028,0.8586165048543688,0.3838280748898722,0.5018551009657884,35.974151611328125,
dim3_vcuda,pc1,1068,4,1109,21,2,0.918552036199095,0.5545307443365696,0.2857142857142857,0.1333333333333333,0.1818181818181818,0.1566371434713099,0.8466019417475729,0.2224572084885953,0.5417294151106163,35.949737787246704,
dim3_vcuda,banknote-authentication,1462,0,1372,4,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1127253319930096,37.06156659126282,
dim3_vcuda,banknote-authentication,1462,1,1372,4,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0895742463848039,36.15159749984741,
dim3_vcuda,banknote-authentication,1462,2,1372,4,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1109141674957486,36.758953332901,
dim3_vcuda,banknote-authentication,1462,3,1372,4,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0883909978983124,36.89423227310181,
dim3_vcuda,banknote-authentication,1462,4,1372,4,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1739403875525202,30.42902016639709,
dim3_vcuda,pc4,1049,0,1458,37,2,0.9246575342465754,0.7421875,0.8181818181818182,0.5,0.6206896551724138,0.6033366817251803,0.932074652777778,0.7882988780672341,0.5016722051656336,59.195631980896,
dim3_vcuda,pc4,1049,1,1458,37,2,0.9041095890410958,0.623046875,0.9,0.25,0.391304347826087,0.4448844877570002,0.8920355902777778,0.6159622412419801,0.5295844230346726,61.0292911529541,
dim3_vcuda,pc4,1049,2,1458,37,2,0.8938356164383562,0.724609375,0.5806451612903226,0.5,0.5373134328358209,0.4794330924123941,0.9283854166666669,0.6168849565665195,0.4219413851021666,60.58772850036621,
dim3_vcuda,pc4,1049,3,1458,37,2,0.8969072164948454,0.6947544642857143,0.6,0.4285714285714285,0.5,0.4521271630149894,0.9114955357142858,0.5818407456781584,0.3826129601188658,58.76531958580017,
