,method,elo,elo+,elo-,rank,winrate,improvability,improvability+,improvability-,mrr,rank=1_count,rank=2_count,rank=3_count,rank>3_count,time_train_s,time_infer_s,time_train_s_per_1K,time_infer_s_per_1K,normalized-error,normalized-error-task,imputed,median_rank,median_improvability,median_loss_rescaled,median_metric_error,median_time_train_s,median_time_infer_s,median_time_train_s_per_1K,median_time_infer_s_per_1K,median_normalized-error,median_normalized-error-task,median_imputed,method_type,method_subtype,config_type,ta_name,ta_suite
45,GBM (default),1167.8,53.7,51.2,37.16210317460317,0.36557713,0.185901990900227,0.07669256110943348,0.06502497681636875,0.03360667299116599,0.03333333333333333,0.0,0.0,27.96666666666667,6.745100122311759,0.29313284002599266,3.308508331040997,0.17445232216227113,0.946799481335329,0.9308595790903157,0.0,38.31944444444444,0.14680734261432601,0.16963356492824808,0.18640196477487864,5.257359478208754,0.2367094490263197,2.6642108458542606,0.12463358435553942,1.0,0.9851329737800307,0.0,config,default,GBM,LightGBM,tabarena-2025-06-12
46,RF (tuned),1138.6,61.7,76.2,38.953670634920634,0.33414617,0.2098497525867086,0.09427656446700114,0.07395444366250106,0.04907052445143224,0.2986111111111111,0.37777777777777777,0.3194444444444444,27.004166666666666,1326.6701833075947,0.210310540927781,552.0576303980956,0.17921491856483857,0.945893787601125,0.9145990334738668,0.0,41.00555555555556,0.1212619921815429,0.1946840078865909,0.19014987878267353,831.0791872077518,0.15466560257805717,440.56392522158217,0.11226826458769892,1.0,0.9963218710884155,0.0,hpo,tuned,RF,RandomForest,tabarena-2025-06-12
47,NN_TORCH (default),1085.0,54.9,56.1,42.04900793650794,0.279842,0.21946667989969576,0.08600118002283252,0.07138533452748785,0.0311101490039216,0.1,0.06666666666666667,0.0,27.833333333333332,41.22237755717739,0.32205679572763896,11.274293372380532,0.20304704347117417,0.9871055334913804,0.9714444698751127,0.0,42.33333333333333,0.1554559411584761,0.1979204241880907,0.1855542415862469,20.889649748802185,0.16812459627787274,9.689607260422605,0.1689004153040808,1.0,0.9977594140560502,0.0,config,default,NN_TORCH,NeuralNetTorch,tabarena-2025-06-12
48,LR (tuned + ensemble),1044.8,83.6,119.5,44.16289682539683,0.24275622,0.27954217825652083,0.09029200755031497,0.08898322303981976,0.033891133345014215,0.06666666666666667,0.13333333333333333,0.2,27.6,1117.7954870289755,1.0275149703498871,575.0285320020123,0.8026310900814824,0.9494256685232269,0.9521290223828306,0.0,47.761111111111106,0.21557650531693562,0.24140983892630957,0.2080296389541637,824.2225359638533,0.7159629305203756,379.8227739222796,0.7124852387173051,1.0,1.0,0.0,hpo,tuned_ensemble,LR,LinearModel,tabarena-2025-10-20
49,KNN (tuned + ensemble),1040.5,91.7,116.6,44.37817460317461,0.23897938,0.2657957995958661,0.09696268970463756,0.09144540308562019,0.04004213912594736,0.31666666666666665,0.09999999999999999,0.0,27.583333333333332,2574.134713757227,134.8843269166019,247.2922482119454,8.306246310301928,0.9628176534981676,0.9396513217319613,0.0,48.41388888888889,0.18474936295680278,0.2782748719623336,0.20177667118051887,374.55833584070206,2.8810400446256,113.26092360954439,1.8753293705571914,1.0,1.0,0.0,hpo,tuned_ensemble,KNN,KNeighbors,tabarena-2025-10-20
50,FASTAI (default),1033.5,64.1,78.8,44.72380952380952,0.23291562,0.24232565976286294,0.07924385951688098,0.07010632277685722,0.0363058520083468,0.26666666666666666,0.13333333333333333,0.0,27.6,22.423045803393638,0.8563134157941455,5.509140956648351,0.5636484457548361,1.0,0.9689762278722694,0.0,46.013888888888886,0.19187490853878508,0.23124251934363776,0.19661450038621925,10.44191459549798,0.6599425342347887,3.969760290202518,0.5709585552273881,1.0,1.0,0.0,config,default,FASTAI,NeuralNetFastAI,tabarena-2025-06-12
51,LR (tuned),1024.1,86.4,120.5,45.17718253968253,0.22496171,0.2842368433561903,0.09002805456868362,0.09049236986140813,0.03188265513376425,0.03333333333333333,0.2,0.1,27.666666666666668,1117.7954870289755,0.2033132249873782,575.0285320020123,0.12511643557517924,0.966533357028796,0.959375990415931,0.0,49.11388888888889,0.21283419879110987,0.2646796889292109,0.20786071671254852,824.2225359638533,0.1159165170457628,379.8227739222796,0.09392871544213852,1.0,1.0,0.0,hpo,tuned,LR,LinearModel,tabarena-2025-10-20
52,XRFM_GPU (default),1001.3,71.8,99.6,46.23571428571428,0.20639098,0.26679696553197735,0.06755045044276808,0.06352483866456043,0.025418699136020014,0.0,0.03333333333333333,0.03333333333333333,27.933333333333334,32.235905371630004,2.6021926105495483,6.55825320573688,1.7846793194261488,0.99665951277715,0.9776125886213581,0.0,50.36666666666667,0.20809570184698256,0.29023919199192527,0.2153991651012757,10.067420609792073,1.262812606493632,4.003871439996696,0.9744797373744821,1.0,1.0,0.0,config,default,XRFM_GPU,xRFM_GPU,tabarena-2025-09-03
53,RF (default),1000.0,57.7,74.5,46.292857142857144,0.20538847,0.2649815757626633,0.0878974356154284,0.08039604139427262,0.02527099167710168,0.0,0.05,0.05,27.9,2.8234617933394417,0.12509425556848922,0.8314853115985078,0.08075416812687326,0.9992483699157677,0.983549313436438,0.0,48.394444444444446,0.1837672875432016,0.30315325516807,0.21407475396678108,1.0094209909439087,0.06674786938561333,0.42650014959602217,0.06084250460339455,1.0,1.0,0.0,config,default,RF,RandomForest,tabarena-2025-06-12
54,LR (default),953.2,87.3,118.7,48.262499999999996,0.17083333,0.3126048444006411,0.08585147050774528,0.08611288053249466,0.029075987437141817,0.13333333333333333,0.0,0.06666666666666667,27.8,5.478437600580473,0.22519879274898105,2.8648206290257496,0.16019079472343023,0.9782607896422846,0.9688881779800924,0.0,53.111111111111114,0.23683890432885218,0.2685344039173876,0.21644594350670465,4.100758605533176,0.14536278777652317,1.81492138115091,0.13146663391485508,1.0,1.0,0.0,config,default,LR,LinearModel,tabarena-2025-10-20
55,XT (default),951.6,78.4,103.0,48.32678571428572,0.16970551,0.2869914758132152,0.081946932087551,0.08887612789653718,0.0239452590820716,0.03333333333333333,0.0,0.0,27.96666666666667,2.2860958914435097,0.15728124645021227,0.7913652099682914,0.08348375605382168,0.9931881403573852,0.9814290834454017,0.0,51.72222222222222,0.226983754218517,0.33221939035637765,0.21854566188237634,0.9149789545271132,0.07701412836710612,0.35769959100421933,0.06299024075753575,1.0,1.0,0.0,config,default,XT,ExtraTrees,tabarena-2025-06-12
56,KNN (tuned),949.3,107.9,136.2,48.41388888888889,0.16817738,0.32402705416560845,0.09694775565330183,0.09658363863571948,0.03133549915388327,0.13333333333333333,0.03333333333333333,0.1,27.733333333333334,2574.134713757227,17.60805542204115,247.2922482119454,0.9607884805277335,0.979363093011093,0.9538474358472092,0.0,53.05555555555556,0.29527381056127405,0.34544847594966344,0.21769603072691,374.55833584070206,0.2756019287639194,113.26092360954439,0.15296443407981705,1.0,1.0,0.0,hpo,tuned,KNN,KNeighbors,tabarena-2025-10-20
57,KNN (default),575.9,133.7,182.7,56.5843253968254,0.024836397,0.49546156634395866,0.08511096748039204,0.08027520700172264,0.01923549926816886,0.03333333333333333,0.0,0.0,27.96666666666667,2.4294919222593307,0.5444978265062211,0.6508487063102752,0.05448108231329304,1.0,0.9976949202128731,0.0,57.894444444444446,0.4676169010557216,0.9935459221673617,0.2660745778949323,0.47229254245758057,0.033692902988857694,0.23049448281441165,0.022939012749532903,1.0,1.0,0.0,config,default,KNN,KNeighbors,tabarena-2025-10-20
